price,carat,city,depth,table,x,y,z,cut,color,clarity
1816,0.55,Kimberly,62.0,55.0,5.26,5.28,3.27,Ideal,E,VS2
3237,0.95,Kimberly,62.5,58.0,6.3,6.24,3.92,Premium,I,SI2
3166,0.77,Amsterdam,60.3,58.0,5.89,5.96,3.57,Very Good,D,SI1
6999,1.01,Dubai,63.1,60.0,6.35,6.39,4.02,Good,D,VS2
741,0.36,Luxembourg,61.3,59.0,4.55,4.6,2.79,Very Good,F,VS2
15323,2.31,Antwerp,61.1,60.0,8.58,8.51,5.22,Premium,J,SI1
5863,1.12,Antwerp,62.8,55.0,6.66,6.61,4.17,Ideal,H,SI1
3597,1.01,Luxembourg,68.7,58.0,6.14,6.0,4.19,Fair,I,VS2
3669,0.9,Amsterdam,63.8,59.0,6.08,6.05,3.87,Good,G,SI1
789,0.36,Surat,60.8,56.0,4.6,4.64,2.81,Ideal,E,VS2
790,0.39,Luxembourg,61.0,62.0,4.71,4.66,2.86,Premium,J,VS1
4823,0.91,Madrid,58.4,63.0,6.31,6.32,3.69,Very Good,E,VS2
15052,1.5,London,60.2,59.0,7.48,7.36,4.47,Premium,D,VS2
2448,0.71,Kimberly,61.7,59.0,5.72,5.78,3.55,Very Good,G,SI1
852,0.36,Madrid,61.8,56.0,4.56,4.6,2.83,Ideal,E,VS1
2929,0.7,Dubai,60.1,57.0,5.78,5.83,3.49,Ideal,E,SI1
489,0.31,Madrid,63.0,57.0,4.32,4.34,2.73,Very Good,H,VS2
13079,1.56,Tel Aviv,60.2,60.0,7.47,7.52,4.51,Premium,G,VS1
853,0.31,Surat,60.5,61.0,4.39,4.4,2.66,Ideal,G,IF
14561,1.77,Dubai,59.2,61.0,7.86,7.98,4.69,Very Good,D,SI1
4398,1.02,Surat,62.4,57.0,6.43,6.4,4.0,Ideal,F,SI2
3669,0.9,Dubai,63.7,58.0,6.12,6.09,3.89,Good,G,SI1
8223,1.4,Antwerp,62.2,58.0,7.16,7.12,4.44,Premium,H,SI1
633,0.25,Dubai,61.3,56.0,4.1,4.13,2.53,Very Good,E,IF
7501,1.08,London,62.1,59.0,6.54,6.59,4.08,Premium,F,VS2
5077,1.02,Paris,60.2,60.0,6.55,6.61,3.96,Very Good,F,SI1
8623,1.05,New York City,60.1,57.0,6.58,6.63,3.97,Ideal,G,VVS1
2331,0.7,Surat,59.0,60.0,5.86,5.81,3.44,Premium,H,SI1
818,0.41,London,63.2,58.0,4.72,4.68,2.97,Very Good,E,SI2
921,0.35,Luxembourg,59.3,61.0,4.58,4.62,2.73,Very Good,G,VVS1
622,0.4,Amsterdam,63.4,59.0,4.67,4.7,2.97,Good,D,SI2
990,0.4,Tel Aviv,61.8,55.0,4.78,4.74,2.94,Ideal,D,SI1
509,0.35,Tel Aviv,61.1,57.0,4.55,4.58,2.79,Ideal,I,VS2
1030,0.34,Tel Aviv,61.6,55.0,4.5,4.52,2.78,Ideal,E,VVS1
814,0.32,New York City,61.4,57.0,4.42,4.44,2.72,Ideal,G,VVS1
2230,0.7,Tel Aviv,61.9,57.0,5.66,5.75,3.53,Ideal,F,SI1
7293,1.14,Antwerp,58.3,60.0,6.87,6.91,4.02,Very Good,F,VS2
742,0.3,Kimberly,62.0,56.0,4.3,4.34,2.68,Ideal,E,VVS2
5645,1.0,London,63.1,56.0,6.34,6.3,3.99,Very Good,D,SI1
5078,1.08,New York City,62.6,58.0,6.53,6.56,4.1,Premium,H,SI1
3282,0.92,Surat,64.2,58.0,6.14,6.11,3.93,Good,F,SI2
2674,0.72,Madrid,60.1,56.0,5.85,5.83,3.51,Ideal,E,SI2
898,0.32,Zurich,61.4,55.0,4.42,4.44,2.72,Ideal,G,IF
1354,0.5,Kimberly,60.3,58.0,5.15,5.19,3.12,Very Good,G,VS2
4751,1.01,Surat,62.2,54.0,6.43,6.39,3.99,Ideal,E,SI2
828,0.32,Antwerp,61.3,57.0,4.4,4.37,2.69,Ideal,F,VS2
684,0.39,Zurich,62.4,58.0,4.67,4.72,2.93,Very Good,G,SI1
12084,2.01,Madrid,62.2,59.0,7.93,8.01,4.96,Very Good,J,SI1
477,0.32,Kimberly,61.7,55.0,4.38,4.4,2.71,Ideal,D,SI2
1195,0.35,Antwerp,62.1,57.0,4.52,4.55,2.81,Ideal,E,VVS1
4538,1.01,Las Vegas,63.5,64.0,6.41,6.28,4.03,Good,G,SI1
505,0.23,Antwerp,62.6,59.0,3.93,3.96,2.47,Very Good,E,VVS2
4016,1.01,Las Vegas,63.8,57.0,6.31,6.23,4.0,Good,I,VS1
876,0.41,Amsterdam,61.4,60.0,4.78,4.73,2.92,Premium,H,SI1
3407,0.9,Kimberly,61.8,56.0,6.19,6.24,3.84,Very Good,I,SI1
786,0.3,Las Vegas,60.9,57.0,4.32,4.35,2.64,Ideal,E,VVS2
684,0.3,New York City,62.3,58.0,4.29,4.32,2.68,Premium,H,VVS1
7706,1.06,Zurich,61.5,58.0,6.53,6.57,4.03,Very Good,F,VS2
1956,0.53,New York City,61.2,55.0,5.25,5.21,3.2,Ideal,D,VS2
5909,1.07,London,60.6,57.0,6.62,6.67,1.07,Ideal,F,SI1
3018,0.7,Paris,62.5,59.0,5.68,5.61,3.53,Premium,F,VVS2
17338,1.69,Kimberly,58.1,58.0,7.8,7.84,4.54,Good,G,VS1
730,0.32,Las Vegas,62.2,56.0,4.37,4.38,2.72,Ideal,H,VVS1
1279,0.4,Las Vegas,62.8,57.0,4.65,4.68,2.93,Ideal,D,VVS1
4588,1.01,Dubai,63.9,57.0,6.3,6.37,4.05,Good,G,SI1
814,0.3,Tel Aviv,62.4,54.0,4.3,4.32,2.69,Ideal,D,VVS2
4513,1.07,Surat,61.4,56.0,6.55,6.58,4.03,Ideal,D,SI2
5751,1.3,Tel Aviv,61.5,59.0,7.05,7.0,4.32,Premium,E,SI2
539,0.33,Madrid,61.1,56.0,4.5,4.54,2.76,Ideal,H,VS2
2623,0.71,Surat,64.2,58.0,5.62,5.59,3.6,Good,G,VS2
6400,1.0,Madrid,62.9,58.0,6.36,6.29,3.98,Premium,E,VS2
9515,1.5,Dubai,62.2,58.0,7.21,7.28,4.51,Very Good,G,SI1
5505,1.0,Las Vegas,63.4,56.0,6.27,6.35,4.0,Good,F,VS2
10727,1.75,New York City,60.8,60.0,7.72,7.8,4.72,Very Good,H,SI2
12686,1.65,Madrid,62.0,54.0,7.55,7.62,4.7,Very Good,H,VS1
12707,1.52,Madrid,59.8,58.0,7.51,7.55,4.5,Premium,D,SI1
13556,2.17,Antwerp,62.3,58.0,8.31,8.26,5.16,Premium,J,SI2
1053,0.4,Madrid,61.8,56.0,4.74,4.77,2.94,Very Good,E,VS1
8532,1.01,Tel Aviv,62.0,58.0,6.36,6.45,3.97,Premium,F,VVS2
11128,1.5,Amsterdam,58.2,66.0,7.45,7.4,4.32,Fair,E,SI1
933,0.36,Dubai,60.3,58.0,4.66,4.63,2.8,Premium,D,VS2
6152,1.01,Antwerp,62.8,58.0,6.34,6.37,3.99,Very Good,G,VS1
7500,1.37,New York City,61.3,56.0,7.15,7.18,4.39,Ideal,I,VS2
1021,0.33,London,61.8,57.0,4.46,4.44,2.75,Ideal,F,VVS1
816,0.31,Las Vegas,61.7,57.0,4.34,4.38,2.69,Ideal,G,VVS1
14165,1.51,Madrid,62.5,58.0,7.22,7.33,4.55,Very Good,F,VS2
3537,0.9,Antwerp,62.0,56.0,6.16,6.23,3.84,Ideal,I,SI1
6513,1.33,New York City,62.6,56.0,6.97,7.03,4.38,Very Good,I,SI1
16768,2.04,Kimberly,61.0,61.0,8.14,8.08,4.95,Premium,I,VS2
1819,0.56,Madrid,60.5,59.0,5.26,5.31,3.2,Very Good,G,VS1
1960,0.63,Surat,58.2,61.0,5.68,5.62,3.29,Premium,F,VS2
2895,0.7,Surat,62.1,53.0,5.71,5.75,3.56,Ideal,G,VVS2
7923,1.22,Las Vegas,62.0,55.0,6.83,6.91,4.26,Ideal,G,VS2
3075,0.76,Dubai,62.8,57.0,5.81,5.85,3.66,Ideal,D,SI1
1035,0.5,Paris,62.4,61.0,4.98,4.96,3.1,Premium,J,VS1
5385,1.2,Zurich,62.2,56.0,6.74,6.84,4.22,Ideal,G,SI2
2492,0.62,Las Vegas,60.3,57.0,5.52,5.57,3.35,Ideal,E,VS1
969,0.41,New York City,61.3,58.0,4.8,4.76,2.93,Premium,E,SI1
1427,0.53,Surat,61.6,55.0,5.23,5.25,3.23,Ideal,H,VS2
3536,0.7,Kimberly,60.6,60.0,5.67,5.7,3.45,Very Good,F,VVS1
506,0.3,Surat,63.3,59.0,4.25,4.22,2.68,Very Good,I,SI1
912,0.4,Kimberly,59.3,59.0,4.77,4.81,2.84,Premium,E,VS2
5488,1.3,New York City,66.0,57.1,6.73,6.82,4.45,Fair,J,SI1
757,0.31,Madrid,56.9,59.0,4.45,4.48,2.54,Fair,F,VVS2
5189,1.01,Antwerp,62.1,59.0,6.38,6.43,3.98,Ideal,H,SI1
828,0.32,Kimberly,62.3,56.0,4.39,4.37,2.73,Ideal,G,VS1
571,0.31,Antwerp,62.9,57.0,4.27,4.32,2.7,Very Good,D,SI1
1052,0.33,Zurich,61.3,57.0,4.46,4.42,2.72,Ideal,G,IF
487,0.28,Zurich,61.4,56.0,4.2,4.24,2.59,Ideal,E,VS1
3746,0.93,Kimberly,63.0,58.0,6.16,6.18,3.89,Very Good,E,SI2
3634,1.0,Las Vegas,64.0,59.0,6.29,6.24,4.01,Good,D,SI2
5557,1.05,Amsterdam,61.6,57.0,6.56,6.53,4.03,Premium,F,SI1
6708,1.21,Zurich,64.2,58.0,6.65,6.59,4.25,Good,E,SI1
904,0.41,Surat,63.1,59.0,4.75,4.7,2.98,Very Good,F,SI1
3188,0.9,Dubai,62.5,56.0,6.11,6.21,3.85,Very Good,J,VS1
1389,0.52,Surat,60.1,59.0,5.18,5.23,3.13,Ideal,E,SI1
1776,0.53,New York City,63.2,56.0,5.14,5.18,3.26,Good,E,VS1
2638,0.74,Antwerp,61.4,63.0,5.79,5.77,3.55,Very Good,E,VS2
2046,0.58,Paris,62.4,55.0,5.33,5.34,3.33,Very Good,F,VS1
1606,0.5,New York City,63.3,57.0,5.1,5.07,3.22,Very Good,E,VS2
680,0.31,Zurich,61.8,56.0,4.34,4.36,2.69,Ideal,E,VS2
804,0.31,Surat,61.4,56.0,4.38,4.35,2.68,Ideal,E,VS1
574,0.3,London,63.0,55.0,4.26,4.25,2.68,Ideal,D,SI2
1949,0.62,Las Vegas,61.3,58.0,5.47,5.49,3.36,Very Good,D,SI1
5006,1.01,Antwerp,60.6,57.0,6.52,6.49,3.94,Premium,G,SI1
2669,0.71,Zurich,60.9,55.0,5.74,5.88,3.54,Ideal,F,SI1
7445,1.21,Las Vegas,62.6,58.0,6.71,6.75,4.21,Very Good,H,VS1
4029,0.71,Madrid,61.2,55.0,5.74,5.78,3.53,Ideal,D,VS2
1850,0.62,Luxembourg,61.0,62.0,5.41,5.5,3.33,Good,G,VS2
4890,1.04,Amsterdam,62.6,59.0,6.43,6.47,4.04,Premium,H,SI1
5249,1.01,Las Vegas,62.2,59.0,6.36,6.41,3.97,Premium,F,SI1
1397,0.4,Antwerp,61.4,55.0,4.79,4.76,2.93,Ideal,G,IF
1289,0.42,Luxembourg,62.3,54.0,4.82,4.85,3.01,Ideal,G,IF
4080,1.0,London,60.7,59.0,6.4,6.46,3.9,Very Good,I,SI2
5561,1.07,Madrid,59.6,58.0,6.68,6.72,3.99,Premium,F,SI1
8157,1.13,Dubai,60.1,56.0,6.76,6.84,4.09,Ideal,F,VS2
1958,0.53,Amsterdam,62.1,56.0,5.19,5.21,3.23,Ideal,G,VVS1
17383,2.01,New York City,60.6,57.0,8.19,8.09,4.92,Ideal,H,SI1
11218,1.26,Paris,61.7,56.0,6.96,6.98,4.3,Ideal,G,VVS1
2642,0.77,Surat,61.9,57.0,5.88,5.91,3.65,Ideal,F,SI1
7026,1.02,Kimberly,62.0,57.0,6.46,6.44,4.0,Ideal,F,VS2
11036,2.0,Zurich,61.5,61.0,7.97,8.06,4.93,Good,J,SI2
11313,2.08,Paris,57.0,63.0,8.49,8.45,4.83,Good,I,SI2
2615,0.57,Kimberly,61.9,54.3,5.31,5.33,3.29,Ideal,E,VVS2
704,0.4,Kimberly,62.4,54.0,4.73,4.75,2.96,Ideal,J,VVS1
12257,1.7,New York City,61.8,59.0,7.58,7.66,4.71,Very Good,H,VS2
1949,0.57,Luxembourg,61.3,56.0,5.36,5.34,3.28,Ideal,G,VS1
4662,1.11,Antwerp,62.0,54.0,6.64,6.61,4.11,Ideal,H,SI2
871,0.41,Zurich,63.8,56.0,4.69,4.74,3.01,Very Good,D,VS2
2697,0.7,Kimberly,62.2,55.0,5.73,5.68,3.55,Ideal,F,SI1
1356,0.41,Kimberly,61.8,55.0,4.78,4.76,2.95,Ideal,F,VVS1
5324,1.21,Surat,62.3,55.0,6.81,6.86,4.26,Ideal,J,VS1
417,0.34,Antwerp,58.6,62.0,4.6,4.62,2.7,Very Good,H,SI2
5616,1.01,Amsterdam,64.2,54.0,6.24,6.31,4.03,Good,F,VS2
698,0.31,Surat,62.0,57.0,4.37,4.34,2.7,Ideal,G,VS2
952,0.46,Kimberly,62.3,59.0,4.95,4.91,3.07,Ideal,I,VS2
1886,0.59,Madrid,62.3,55.0,5.42,5.33,3.35,Premium,H,VVS2
5256,1.08,Antwerp,58.2,63.0,6.69,6.78,3.92,Very Good,F,SI1
801,0.31,Amsterdam,62.0,54.0,4.35,4.39,2.71,Ideal,G,IF
12418,1.52,Las Vegas,62.5,59.0,7.33,7.26,4.56,Premium,E,SI1
1577,0.52,Amsterdam,62.4,55.0,5.19,5.17,3.23,Ideal,H,VS1
9527,1.52,New York City,61.0,58.0,7.39,7.44,4.52,Premium,H,SI1
651,0.31,Madrid,61.9,57.0,4.33,4.36,2.69,Very Good,H,VVS1
891,0.38,Luxembourg,60.9,55.0,4.69,4.73,2.87,Ideal,F,VS1
10009,2.01,Surat,61.4,63.0,8.19,7.96,4.96,Very Good,I,SI2
895,0.32,Amsterdam,61.9,56.0,4.41,4.44,2.74,Ideal,F,VVS1
3816,0.9,Dubai,64.1,59.4,6.04,6.08,3.88,Good,G,SI1
7631,1.54,Surat,61.2,58.0,7.51,7.43,4.57,Premium,I,SI2
605,0.3,Dubai,61.4,57.0,4.34,4.36,2.67,Ideal,F,VS2
11015,1.01,Kimberly,61.5,57.0,6.43,6.48,3.97,Ideal,D,VVS2
4309,0.9,Kimberly,63.7,60.0,6.02,5.98,3.82,Good,G,VS2
520,0.3,Tel Aviv,62.5,59.0,4.26,4.22,2.65,Premium,D,SI1
646,0.28,Tel Aviv,61.1,60.0,4.17,4.21,2.56,Very Good,E,VVS1
1125,0.4,Surat,62.4,54.0,4.75,4.71,2.95,Premium,E,VS1
1721,0.53,Surat,61.8,55.0,5.17,5.22,3.21,Ideal,G,VS1
17811,2.05,Antwerp,62.5,57.0,8.09,8.07,5.05,Very Good,H,SI1
3607,0.73,Paris,63.0,60.0,5.68,5.72,3.59,Very Good,E,VS1
1913,0.74,New York City,62.2,59.0,5.74,5.81,3.59,Very Good,J,SI1
1904,0.61,Surat,61.4,56.0,5.46,5.48,3.36,Ideal,D,SI1
2246,0.72,Antwerp,60.6,62.0,5.81,5.77,3.51,Premium,G,SI1
3146,0.73,Madrid,63.7,59.0,5.67,5.69,3.62,Good,E,VS1
698,0.31,Dubai,63.0,57.0,4.32,4.29,2.71,Ideal,E,SI1
2925,0.71,Amsterdam,61.5,56.0,5.74,5.77,3.54,Ideal,I,IF
1089,0.55,Paris,57.7,61.0,5.37,5.34,3.09,Good,I,SI1
14167,2.01,New York City,61.9,57.0,8.09,8.06,5.0,Ideal,H,SI2
3830,1.2,Surat,60.9,60.0,6.91,6.81,4.18,Premium,H,SI2
13369,2.21,Antwerp,62.9,60.0,8.27,8.23,5.19,Premium,H,SI2
4025,1.13,Tel Aviv,64.0,58.0,6.58,6.52,4.19,Good,F,SI2
776,0.3,Las Vegas,63.6,55.0,4.28,4.24,2.71,Good,H,VVS2
3014,0.9,London,63.7,62.0,6.07,6.01,3.85,Good,G,SI2
1194,0.46,London,62.1,57.0,4.89,4.93,3.05,Very Good,E,VS2
3700,1.0,Dubai,66.1,62.0,6.1,6.03,4.01,Fair,G,SI1
6961,1.35,Surat,62.1,62.0,6.97,7.05,4.35,Very Good,I,VS2
1778,0.4,Dubai,61.3,56.0,4.75,4.78,2.92,Ideal,E,VVS1
1035,0.52,Dubai,61.5,56.0,5.17,5.21,3.19,Ideal,H,SI2
734,0.31,Tel Aviv,61.9,58.0,4.31,4.32,2.67,Premium,E,VS1
8705,1.27,Kimberly,62.8,54.0,6.92,6.87,4.33,Ideal,G,VS2
1974,0.51,Paris,61.1,56.0,5.19,5.15,3.16,Ideal,G,VVS2
720,0.4,New York City,63.0,57.0,4.66,4.7,2.95,Very Good,D,SI1
912,0.33,Madrid,62.0,56.0,4.43,4.46,2.75,Very Good,F,VVS1
2366,0.61,Tel Aviv,62.3,55.0,5.46,5.49,3.41,Ideal,F,VS1
2383,0.75,Zurich,61.5,58.0,5.82,5.86,3.59,Ideal,I,SI1
1689,0.52,Surat,62.4,60.0,5.11,5.12,3.19,Very Good,G,VS1
1076,0.41,Surat,62.2,54.0,4.79,4.82,2.99,Ideal,G,VVS1
1992,0.63,Surat,62.0,56.0,5.55,5.48,3.42,Ideal,D,SI1
2384,0.7,Madrid,65.6,60.0,5.57,5.5,3.63,Fair,G,VS1
429,0.31,Antwerp,61.7,55.1,4.36,4.39,2.7,Ideal,J,VS1
4478,0.98,Zurich,61.7,61.0,6.38,6.34,3.93,Premium,E,SI2
1063,0.35,London,60.4,58.0,4.58,4.53,2.75,Premium,D,VS2
1864,0.57,Kimberly,62.1,56.0,5.29,5.34,3.3,Ideal,D,VS2
552,0.24,Luxembourg,61.1,57.0,4.03,4.06,2.47,Ideal,F,VVS2
5017,1.13,Kimberly,61.2,59.0,6.72,6.75,4.12,Very Good,F,SI1
642,0.31,Antwerp,61.7,55.0,4.35,4.37,2.69,Ideal,E,VS2
895,0.3,Paris,60.5,57.0,4.34,4.39,2.64,Ideal,E,VVS1
530,0.23,Amsterdam,61.4,58.0,3.92,3.96,2.42,Very Good,D,VVS2
1605,0.52,Paris,63.3,58.0,5.15,5.12,3.25,Very Good,D,SI1
4875,1.14,Kimberly,62.4,60.0,6.6,6.67,4.14,Very Good,G,SI2
1665,0.57,Madrid,61.0,56.0,5.37,5.41,3.29,Ideal,I,VS1
2056,0.72,Surat,57.9,58.0,5.98,5.91,3.44,Good,H,SI2
6097,1.01,London,62.0,59.0,6.45,6.38,3.98,Premium,F,VS2
761,0.31,Luxembourg,61.2,56.0,4.37,4.39,2.68,Ideal,F,VVS2
4321,1.0,New York City,63.9,57.0,6.24,6.27,4.0,Very Good,E,SI2
561,0.32,Antwerp,62.6,54.0,4.37,4.41,2.75,Ideal,I,VVS2
4649,1.0,Tel Aviv,62.0,56.0,6.38,6.43,3.97,Ideal,H,SI2
2728,0.89,Madrid,64.3,65.0,6.0,5.95,3.84,Good,E,SI2
6838,1.06,Kimberly,62.3,58.0,6.52,6.49,4.05,Premium,E,VS2
2401,0.58,Tel Aviv,62.5,56.0,5.34,5.29,3.32,Ideal,F,VVS2
421,0.32,Antwerp,61.3,57.0,4.41,4.43,2.71,Ideal,J,VS1
7400,1.26,London,60.8,57.0,7.01,6.97,4.25,Ideal,H,SI1
561,0.32,New York City,61.8,55.0,4.41,4.42,2.73,Ideal,H,VS1
6618,1.01,Surat,62.6,59.0,6.46,6.38,4.02,Premium,G,VS1
2268,0.7,Las Vegas,65.0,56.0,5.6,5.5,3.61,Fair,H,VS2
3640,0.76,Las Vegas,62.9,58.0,5.76,5.85,3.65,Very Good,F,VVS2
997,0.31,Antwerp,54.2,65.0,4.61,4.58,2.49,Fair,D,VVS2
1876,0.7,Kimberly,58.8,60.0,5.8,5.83,3.42,Very Good,I,SI2
5398,1.26,Madrid,62.2,58.0,6.98,6.92,4.32,Premium,I,SI2
579,0.33,Kimberly,62.9,59.0,4.35,4.4,2.75,Very Good,H,VS1
485,0.24,Tel Aviv,63.3,57.0,3.95,3.98,2.51,Very Good,E,VVS2
6784,1.21,Dubai,62.7,56.0,6.79,6.84,4.27,Ideal,H,VS1
7677,1.03,Dubai,59.6,59.0,6.57,6.59,3.92,Premium,E,VS1
777,0.35,London,62.1,54.0,4.54,4.58,2.83,Ideal,D,VS2
8959,1.1,Antwerp,62.0,56.0,6.58,6.61,4.09,Ideal,D,VS2
2762,0.73,Kimberly,62.6,56.0,5.77,5.74,3.6,Ideal,F,VS2
2854,0.7,Kimberly,58.4,59.0,5.91,5.83,3.43,Premium,E,VS1
666,0.33,Dubai,60.1,55.0,4.5,4.55,2.72,Ideal,G,VS1
8943,1.53,Paris,62.4,54.0,7.34,7.38,4.59,Ideal,J,VS1
521,0.24,Luxembourg,60.6,59.0,4.0,4.02,2.43,Very Good,E,VVS1
705,0.41,Las Vegas,59.3,61.0,4.8,4.84,2.86,Very Good,E,SI1
1845,0.5,London,60.2,57.0,5.21,5.15,3.12,Premium,D,VS2
666,0.33,Surat,62.4,60.0,4.39,4.42,2.75,Very Good,H,VVS2
862,0.3,Kimberly,62.6,56.0,4.26,4.27,2.67,Very Good,E,VVS1
956,0.34,Luxembourg,62.4,56.0,4.49,4.45,2.79,Ideal,E,VS2
2051,0.53,Kimberly,62.2,54.0,5.22,5.17,3.23,Ideal,G,VVS2
1574,0.51,Paris,60.1,59.0,5.2,5.18,3.12,Premium,F,VS2
2676,0.7,New York City,59.2,58.0,5.8,5.83,3.44,Very Good,G,VS1
2859,0.77,Tel Aviv,60.9,60.0,5.91,5.88,3.59,Premium,F,VS1
737,0.4,Antwerp,62.7,57.0,4.69,4.72,2.95,Ideal,E,SI1
5889,1.24,Surat,62.1,55.0,6.91,6.87,4.28,Premium,I,VS2
2401,0.72,Kimberly,62.2,59.0,5.72,5.79,3.58,Very Good,E,SI2
5457,1.21,Paris,60.6,56.0,6.89,6.97,4.2,Very Good,I,SI1
1007,0.41,Tel Aviv,62.0,57.0,4.73,4.76,2.94,Ideal,F,VS1
1610,0.73,Kimberly,63.7,57.0,5.76,5.67,3.63,Good,I,SI2
17776,2.05,Tel Aviv,60.4,58.0,8.26,8.16,4.96,Premium,D,SI1
4644,0.7,Surat,63.2,57.0,5.62,5.67,3.57,Very Good,E,VVS1
5439,1.11,Paris,58.8,59.0,6.79,6.74,3.98,Premium,H,SI1
533,0.31,London,62.0,56.0,4.35,4.39,2.71,Ideal,D,SI1
5676,1.28,Kimberly,61.8,57.0,7.0,6.97,4.32,Ideal,H,SI2
3878,0.9,Surat,61.6,63.0,6.1,6.14,3.77,Very Good,H,VS2
1090,0.5,Madrid,64.2,59.0,5.03,4.97,3.21,Good,E,SI1
1076,0.41,Antwerp,62.0,57.0,4.76,4.73,2.94,Ideal,F,VS1
687,0.4,Las Vegas,63.2,56.0,4.65,4.69,2.95,Good,E,SI1
412,0.24,Zurich,62.5,55.0,3.96,3.98,2.48,Very Good,E,VS1
571,0.31,Tel Aviv,62.1,56.0,4.35,4.38,2.71,Ideal,I,VVS1
500,0.3,Amsterdam,62.1,60.0,4.26,4.28,2.65,Very Good,F,SI1
2734,0.7,London,63.4,58.0,5.63,5.66,3.58,Very Good,D,SI1
521,0.33,Zurich,60.4,60.0,4.48,4.52,2.72,Premium,H,VS2
8694,1.52,Surat,60.5,60.0,7.4,7.48,4.5,Premium,I,SI1
1080,0.4,Surat,62.7,59.0,4.71,4.67,2.94,Premium,I,VVS1
2858,0.81,Luxembourg,61.3,57.0,6.02,6.05,3.7,Very Good,F,SI1
18423,2.03,Amsterdam,61.3,59.0,8.11,8.08,4.96,Premium,G,SI1
810,0.37,Surat,61.0,55.0,4.66,4.68,2.85,Ideal,G,VS1
5304,1.23,Surat,60.1,60.0,6.95,6.9,4.16,Premium,J,VS1
18717,2.18,London,61.2,60.0,8.38,8.3,5.1,Premium,F,SI1
18795,2.04,Amsterdam,58.1,60.0,8.37,8.28,4.84,Premium,H,SI1
3997,1.01,Dubai,61.4,56.0,6.44,6.47,3.97,Ideal,J,SI2
914,0.34,Luxembourg,60.3,57.0,4.52,4.55,2.73,Ideal,D,VS1
1825,0.53,Dubai,63.4,55.0,5.23,5.11,3.28,Very Good,D,VS2
701,0.38,Tel Aviv,61.3,57.0,4.67,4.7,2.87,Very Good,D,SI1
6377,1.0,Dubai,62.6,56.0,6.39,6.36,3.99,Ideal,G,VS1
3191,0.71,Kimberly,62.1,57.0,5.71,5.75,3.56,Ideal,E,VS2
3015,0.78,Tel Aviv,61.7,55.0,5.9,5.94,3.65,Ideal,H,VVS2
766,0.3,Antwerp,61.9,59.0,4.27,4.3,2.65,Ideal,E,VVS2
2143,0.76,Dubai,62.1,54.0,5.88,5.84,3.64,Ideal,G,SI2
1188,0.5,Zurich,65.0,58.0,4.96,4.92,3.21,Fair,E,VS2
666,0.4,Zurich,62.6,57.0,4.66,4.7,2.93,Very Good,H,SI1
1125,0.4,Dubai,61.8,56.0,4.77,4.74,2.94,Premium,E,VS1
552,0.3,Kimberly,63.0,58.0,4.24,4.27,2.68,Very Good,D,SI1
3251,0.9,Kimberly,60.8,57.0,6.25,6.22,3.79,Ideal,I,SI1
2141,0.71,Surat,61.8,58.0,5.67,5.73,3.52,Very Good,H,SI2
7528,1.01,Kimberly,63.2,59.0,6.34,6.38,4.02,Good,G,VVS2
1826,0.71,Surat,61.5,60.0,5.72,5.7,3.51,Premium,H,SI2
7781,1.12,Surat,62.1,60.0,6.62,6.58,4.1,Premium,F,VS1
865,0.36,Surat,62.3,56.0,4.55,4.58,2.85,Very Good,H,IF
3733,1.01,Surat,62.7,58.0,6.38,6.32,3.98,Premium,F,SI2
544,0.31,Luxembourg,63.1,56.0,4.31,4.37,2.74,Good,G,VS2
819,0.3,Madrid,64.4,58.0,4.21,4.17,2.7,Fair,G,VVS2
3562,1.0,Luxembourg,59.2,61.0,6.59,6.51,3.87,Premium,F,SI2
4764,1.03,Luxembourg,62.4,57.0,6.52,6.47,4.05,Ideal,G,SI1
833,0.37,Zurich,59.3,58.0,4.75,4.73,2.81,Premium,E,SI1
2780,0.7,Luxembourg,63.6,57.0,5.61,5.65,3.58,Very Good,F,VS2
3080,1.0,Zurich,61.3,57.0,6.41,6.44,3.94,Ideal,H,I1
2637,0.71,Antwerp,61.9,55.0,5.75,5.71,3.55,Ideal,I,VS1
10693,1.51,New York City,62.5,57.0,7.27,7.32,4.56,Ideal,F,SI1
770,0.36,Antwerp,61.5,56.0,4.62,4.59,2.83,Ideal,F,SI1
7587,1.15,Tel Aviv,61.6,55.0,6.74,6.76,4.16,Ideal,G,VS2
3275,0.73,Madrid,61.9,55.0,5.76,5.8,3.57,Ideal,E,VS2
9471,1.51,Amsterdam,64.0,60.0,7.26,7.21,4.63,Good,I,VVS1
5287,1.09,Kimberly,60.9,59.0,6.59,6.64,4.03,Premium,F,SI1
1009,0.44,London,63.6,56.0,4.81,4.84,3.07,Good,D,VS2
4836,1.01,Surat,62.4,60.0,6.36,6.33,3.96,Premium,H,SI1
2459,0.7,Antwerp,61.2,59.0,5.73,5.68,3.49,Premium,F,VS2
7334,1.06,Antwerp,62.1,55.0,6.52,6.55,4.06,Ideal,F,VS2
612,0.4,New York City,61.4,55.0,4.75,4.8,2.93,Ideal,J,SI1
15303,1.51,Paris,60.5,56.0,7.45,7.42,4.5,Ideal,G,VVS2
616,0.37,Paris,62.4,54.0,4.6,4.63,2.88,Ideal,F,SI1
402,0.23,Tel Aviv,60.8,58.0,3.97,4.05,2.44,Very Good,E,VS2
